,0
0,- - 봄 옷 안 들어와요?
1,- - 이거 할인 해주세요?
2,- - 이런 거는 사이즈가 어떻게 돼요?
3,- - 66도 있어요?
4,- - 티는 여기 있는 게 다예요?
5,- - 이게 숫자 적힌 게 사이즈입니까? 
6,- - 제 사이즈는 얼만데요?
7,- - 이런 건 얼마에요?
8,- - 이게 겨울옷인가요?
9,- - 3월에 입어도 되겠어요 그죠?
10,- - 세탁은 어떻게 해요 이거?
11,- - 면바지 종류는 있어요?
12,- - 라지라면 사이즈 얼마?
13,- - 밴딩에다가 끈도 조금 있으면은 좋더라고요 그런 건 없나요?
14,- - 이런 거 말씀하시는 건가요?
15,- - 조끼 한 번 입어봐도 돼요?
16,- - 같은 걸로 다른 색도 있어요?
17,- - 이거 두 개가 디자인은 똑같은 거예요?
18,- - 그럼요 이거 주세요
19,- - 저녁에 몇 시에 문 닫죠?
20,- - 교환이나 환불 되나요?
21,- - 제가 카드밖에 없는데
22,- - 패딩조끼 오래 입으려면 드라이 맡기는 게 좋죠?
23,- - 블라우스는 없나요?
24,- - 이거는 겨울옷이네요?
25,- - 흰색 같은 그런 거는 있나요?
26,- - 이것도 괜찮지 않아요?
27,- - 이런 거는 사이즈가?
28,- - 남방 종류는 없어요?
29,- - 회색은 무슨 색이랑 잘 어울려요?
30,- - 여기는 다 프리사이즈예요?
31,- - 원피스는 어떤 게 예뻐요?
32,- - 이게 시폰입니까?
33,- - 이런 시폰은 세탁은 어떻게 하나요?
34,- - 이런 거는 원단이 뭡니까?
35,- - 코트는 얼마나 해요?
36,- - 나가면 또 들어오나요?
37,- - 이런 블라우스는 얼마예요?
38,- - 좀 비싸네요 왜 그래요?
39,- - 이거는 면입니까?
40,- - 세탁은 어떻게 해요?
41,- - 이거 브랜드가 빌리브입니까?
42,- - 이런 거는 얼마라고요?
43,- - 원피스 종류도 있어요?
44,- - 제가 입어도 어울리는 거 맞나요? 좀 안 어울리죠?
45,- - 이 검은 조끼를 입으려면 안에 뭐를 입으면 좋을까요?
46,- - 이런 거는 얼마예요?
47,- - 티보다는 칼라 있는 게 어울릴까요?
48,- - 조끼에다가 바지만 입으셔도 예쁜데 한 번 입어보시겠어요?
49,- - 가격은 이거보다 조금 낮은 거는 없어요?
50,- - 색상으로 봤을 때는 이 색상이 제일 어울려 보이는데요?
51,- - 이거 사이즈 다 한 개예요?
52,- - 이거 또 안 들어와요?
53,- - 제가 입을만한 옷 있을까요?
54,- - 뭐를 찾으십니까?
55,- - 남방 같은 거 어떠세요?
56,- - 이제는 얇은 거만 나오나요?
57,- - 그런 거는 얼마예요?
58,- - 이런 바지 없나요?
59,- - 이런 남방은 얼마예요?
60,- - 남방 컬러 종류는 어떤 게 있나요?
61,- - 이런 거는 얼마예요?
62,- - 이런 거 가격 좀 잘해주세요
63,- - 이거는 사이즈는 한 가지입니까?
64,- - 한 번 입어 보세요
65,- - 이런 흰 면바지는 얼마예요?
66,- - 겨자색 저거는 얼마예요?
67,- - 겨울 옷 있어요?
68,- - 찾으시는 거 있어요?
69,- - 여기 옷은 브랜드는 아니죠?
70,- - 이거는 다 봄 옷이다 그죠?
71,- - 이거는 스판이고요?
72,- - 이거는 겨울 거죠?
73,- - 손님 66 입으세요? 55 입으세요?
74,- - 어떤 사이즈가 맞을까요?
75,- - 얼마인데요?
76,- - 한 번 입어볼게요
77,- - 조금 더 큰 거 없어요?
78,- - 이거랑 같이 신을 신발은 뭐 있어요?
79,- - 신발 35사이즈 신으세요?
80,- - 이런 거는 얼마예요?
81,- - 이거는 얼마인데요?
82,- - 이거는 세탁은 어떻게 해요?
83,- - 3만 원에 주시면 안 되나요?
84,- - 그거 담아드려요?
85,- - 이 제품은 할인 상품이기 때문에 현금으로 계산해 주세요
86,- - 그럼 이번만 카드로 계산해드릴게요
87,- - 이거 원래 얼마예요?
88,- - 니트 3만 8천 원이면 여기서 10% dc 된다 그죠?
89,- - 이런 거는 어떻게 관리해요?
90,- - 이런 종류 좋아하는데 어떤 게 잘 나가요?
91,- - 이거는 무슨 면인가요?
92,- - 색상은 이것뿐이에요?
93,- - 이런 꽃무늬는 어떠세요?
94,- - 이런거 얼마에요?
95,- - 세일 제품은 이건 가요?
96,- - 현금으로 사면 또 싸게 돼요?
97,- - 여기 근처에 현금지급기 있어요?
98,- - 여기 몇 시까지 해요?
99,- - 보통 몇 시부터 문 열고요?
100,- - 쉬는 날 있어요?
101,- - 어떤 게 잘 나가요?
102,- - 티 중에 저한테 어울릴 거 추천 좀 해주세요
103,- - 어떤 스타일 찾으세요?
104,- - 아기자기한 거면 이런 거 어떠세요?
105,- - 저 목티는 코랄 색인가요?
106,- - 저거 색상은 이거 한 개뿐이에요?
107,- - 가격이 얼마예요?
108,- - 왜 이렇게 싸요?
109,- - 이거 한 번 입어볼 수 있나요?
110,- - 조금 작아 보이네요 다른 사이즈 있나요?
111,- - 목티 좀 두꺼운 거 젊은 스타일 없어요?
112,"- - 이런 보라색, 고동색은 가격대는 얼마 해요?"
113,- - 아주 얇은 봄 옷도 있기는 있네요?
114,- - 봄 신상은 가격대가 어떻게 돼요?
115,- - 여기는 몇 시까지 문 열어요?
116,- - 몇 시부터?
117,- - 쉬는 날 있어요?
118,- - 티 종류 조금 얇은 거 있나요?
119,- - 반팔 티 찾으시는 건가요?
120,- - 긴 팔로 찾으세요?
121,- - 주로 어떤 게 잘 나가요?
122,- - 색상이 이거 한 가지인가요?
123,- - 이건 가격이 얼마예요?
124,- - 이 티셔츠는 어떤 바지랑 어울려요?
125,- - 티셔츠는 못 입어보죠?
126,- - 적립되는 카드나 할인되는 카드가 있나요?
127,- - 현금으로 구입하면 더 저렴한가요?
128,- - 세일 상품 코너는 어디에요?
129,- - 조금 둘러볼게요
130,- - 이 마이는 이 색상 하나뿐이죠?
131,- - 이거는 지금 이 가격에서 할인이 되는 거예요?
132,- - 사이즈는 원 사이즈죠?
133,- - 여기 쉬는 날이 있어요?
134,- - 밖에 디스플레이 돼 있는 주황색 좀 두꺼운 거 얼마인가요?
135,- - 현금가?
136,- - 더 싸게는 안돼요? 2만 5천 원?
137,- - 저거는 색상이 몇 개?
138,- - 세일 품목은 저 위에 있는 거예요?
139,- - 이거는 뭐랑 입으면 잘 어울려요?
140,- - 사이즈도 원 사이즈죠?
141,- - 여기 근처에 현금지급기 있어요?
142,- - 밖에 있는 거랑 이거랑은 디자인 좀 비슷한 건가요?
143,- - 가격은 비슷해요?
144,- - 이 돕바는 얼마예요?
145,- - 드라이해줘야 되는 거죠? 물세탁은 전혀 안되죠?
146,- - 이거는 얼마예요?
147,- - 몇 시까지 문 열어나예?
148,- - 몇 시부터요?
149,- - 일요일 날은 열어놔요?
150,- - 티 얼마예요?
151,- - 색상은 이거 하나밖에 없어요?
152,- - 이거랑 비슷한 디자인 있어요?
153,- - 이거는 어떤 거랑 어울려요?
154,- - 흰 조끼 저거는 얼마예요?
155,- - 소재가 뭐예요?
156,- - 세탁은 어떻게 해요?
157,- - 이거 검은색 없어요?
158,- - 몇 시에 닫아요?
159,- - 일요일은 열어요?
160,- - 아침에는 몇 시에 문 여는데요?
161,- - 여기 걸려있는 거는 다 세일 제품이에요?
162,- - 티 종류는 이쪽에 있는 거예요?
163,- - 잘 나가는 제품은 있나요?
164,- - 여기 붙어있는 가격에 30% 하는 거예요?
165,- - 이거는 할인해요?
166,- - 이게 사이즈가 다 작죠?
167,- - 색상이 아이보리하고 빨간색?
168,- - 이게 브랜드예요?
169,- - 사이즈가 한 종류예요?
170,- - 여기 세일 기간은 언제까지 해요?
171,- - 다 팔리면 다시 또 오는 거 아니에요?
172,- - 이거는 가격이 얼마예요?
173,- - 따로 사고 싶은데 따로는 구입이 안돼요?
174,- - 재질이 뭐예요?
175,- - 하늘하늘한 원피스 나왔어요?
176,- - 색상이 하나예요?
177,- - 현금으로 사면 좀 싸게 되나요?
178,- - 할인되는 카드 없고?
179,- - 여기 문 연지는 오래됐어요?
180,- - 몇 시부터 몇 시까지 문 열어요?
181,- - 토요일 일요일은?
182,- - 신발은 230은 따로 없죠?
183,- - 이거는 소재가 벨벳 같은데요?
184,- - 이거는 얼마예요?
185,- - 원 사이즈로 나오죠?
186,- - 이거 초록색 티 얼마 해요?
187,- - 이거는 색상이 뭐 있어요?
188,- - 누구 선물하시게요?
189,- - 체격 크세요?
190,- - 이거는 가격이 얼마예요?
191,- - 좀 잘 나가는 거 없어요?
192,- - 이거 가격 얼마예요?
193,- - 조끼 종류는 어떤 게 있어요?
194,- - 이거는 가격 얼마예요?
195,- - 이런 거는 색상이 이것뿐이에요?
196,- - 바지가 얼마예요?
197,- - 현금으로 사면 싸게 해주나요?
198,- - 내일은 영업해요?
199,- - 이 바지도 가격이 똑같아요?
200,- - 오늘 몇 시까지 열고 계시는데요?
201,- - 이거 검은 티 얼마예요?
202,- - 색상은 다른 거 없어요?
203,- - 소재가 뭐예요? 밍크예요?
204,- - 페이크 퍼도 따뜻하죠?
205,- - 티셔츠 종류 여기 있는 게 다죠?
206,- - 사이즈가 작은 것 같은데
207,- - 얇은 티는 아직 안 나왔나요?
208,- - 소재는 뭐예요?
209,- - 색깔은 이거 하나?
210,- - 이거는 가격이 얼마예요?
211,- - 헌금으로 사도 마찬가지예요?
212,- - 세탁은 물세탁 해요?
213,- - 연세 드신 분 입으시는 내의 있나요?
214,- - 가격대는 얼마 정도에 살 수 있어요?
215,- - 사이즈 몇 짜리 보시는데요?
216,- - 이게 신축성이 있어서 괜찮을 것 같아요
217,- - 색상은 검은색뿐이에요?
218,- - 보라색 이거는 얼마예요?
219,- - 사이즈 작으면 바꾸러 와도 되나요?
220,- - 이거 보라색밖에 없어요?
221,- - 저 핑크색 원피스 실내복은 얼마예요?
222,- - 색상은 이거와 연한 핑크 두 가지예요??
223,- - 따뜻한 여성용 내의도 하나요?
224,- - 기모도 돼 있는 거 찾으시는 거예요?
225,- - 몇 호 입으시는데요?
226,- - 내의 105 사이즈는 안 나와예?
227,- - 발열 내의 이거는 100도 큰데 어떠세요?
228,- - 색상은 이거 검은색뿐이에요?
229,- - 이 땡땡이는 얼마예요?
230,- - 이거는 윗도리 하나예요 아니면 세트인가요?
231,- - 요거는 엑스라지 없어요?
232,- - 색상도 한 종류밖에 없죠?
233,- - 덩치가 많이 큰데 큰 건 없죠?
234,- - 티셔츠 조금 얇은 거는 어디에 있어요?
235,- - 여기 오픈한 지가 얼마 안 됐어요?
236,- - 이 물건은 어디서 오는 거예요?
237,- - 아이보리색 티는 얼마예요?
238,- - 요거는 색상 다른 거 없나요?
239,- - 쫄바지 고무 바지로 된 거는 있어예?
240,- - 이 바지는 얼마예요?
241,- - 여기는 문을 몇 시부터 몇 시까지 열어예?
242,- - 일요일 날은 해예?
243,- - 여고생이 입을 수 있는 면 티셔츠 종류 있어요?
244,- - 남녀 공용인가 보네요?
245,- - 순면인가요?
246,- - 사이즈가 어떻게 나와요 95 90 이렇게 나와요?
247,- - 크게 나오네요?
248,- - 가격이 얼마 정도 돼요?
249,- - 롱 원피스 여기에 있는 거 다 맞죠?
250,- - 이거는 봄 신상품 아니에요?
251,- - 어디 저쪽이에요?
252,- - 나이 든 사람이 입어도 돼요?
253,- - 리본 달린 면이 앞인가요?
254,- - 허리 조이는 건 없네?
255,- - 어떤 스타일이 많이 나갔어요?
256,- - 카디건이랑 입는 게 낫다 그죠?
257,- - 이 안에 바지도 입을 수 있죠?
258,- - 거울에 한 번 비춰봐도 돼요?
259,- - 이거 많이 파여 있죠?
260,- - 안에 비치지는 않나요?
261,- - 지금 세일해서 얼마인가요?
262,- - 한 여름 되기 전까지 입어도 되겠네요?
263,- - 이쁘긴 한데 가격대가 조금 비싸요
264,- - 남자들 거 트렌치코트 종류 있어요?
265,- - 이게 신상품이에요?
266,- - 키가 72인데 이거는 길이가 어느 정도 와요?
267,- - 네이비 색상인가요?
268,- - 스판이 조금 안되는 거 같네요?
269,- - 키가 72에 몸무게 한 60이면 어느 정도 입어요?
270,- - 지금 세일 기간인가요?
271,- - 신상품이라서 할인 안 되나요?
272,- - 사가지고 반품이나 교환이 되나요?
273,- - 이게 나이 대가 어떻게 입어요?
274,- - 50대는 입기 좀 그렇겠죠?
275,- - 이거 20살 여학생 입을 수 있어요?
276,- - 신상 예쁜 거 있어요?
277,- - 이거는 좀 두꺼워 보이는데요?
278,- - 옷이 조금 무거운 것 같은데
279,- - 밝은 색상보다는 이게 나은가요?
280,- - 이게 지금 인기가 있나 보네요?
281,- - 관리는 어떻게 해야 돼요?
282,- - 구김이나 활동성은 어떤가요?
283,- - 소매 길이 수선 같은 거는 여기서 해주나요?
284,- - 여학생들도 많이 입나요?
285,- - 원피스 종류 있어요?
286,- - 이거 신상인가 보다 그죠?
287,- - 완전 흰색은 아니다 그죠?
288,- - 이게 지금 입으신 거랑 천이 똑같은 건가요?
289,- - 이거 밑에는 청바지 같은 거 입어도 되고 롱치마 입어도 되겠죠?
290,- - 안에 옷이 비치고 이런 건 아닌가요?
291,- - 이거는 얼마 정도 해요?
292,- - 원피스 종류 있어요?
293,- - 이건 날씬해야지 입을 수 있겠죠?
294,- - 이거 앞에 좀 많이 파인 거 아닌가요?
295,- - 이게 구김은 없는 편인가요?
296,- - 길이는 어느 정도 돼요?
297,- - 이거 완전 초여름이 될 때까지 입어도 되겠네요?
298,- - 결제는 카드 다 돼요?
299,- - 이거는 얼마 정도 해요?
300,- - 이거는 앞뒤 길이가 다르네요 그죠?
301,- - 반품 같은 거는 되나요?
302,- - 색상이 다른 것도 있나요?
303,- - 이거 비침 있나요?
304,- - 지금 다 신상으로 나온 거다 그죠?
305,- - 여기 몇 시까지 해요?
306,- - 이거 원피스인가요?
307,- - 블루 색상에 가깝네요 그죠?
308,- - 구김은 없겠다 그죠?
309,- - 허리 졸임은 없다 그죠?
310,- - 시폰인가요?
311,- - 팔 말고 다른 곳은 안 비친다 그죠?
312,- - 거울 한 번 비춰 봐볼게요
313,- - 길이는 무릎 아래 여기 종아리까지 오네요?
314,- - 안에 청바지도 입어도 되고요?
315,- - 목폴라도 같이 입어요?
316,- - 분홍색 티셔츠는 지금 얼마예요?
317,- - 카드는 하면 얼만데요?
318,- - 티셔츠는 못 입어 보죠?
319,- - 이거 길이는 어느 정도 와요? 뒤에 길이가 조금 틀리고 언밸런스한데요?
320,- - 소재가 면이에요?
321,- - 밖에 있는 아이보리 저거는 어떻게 입는 건가요?
322,- - 소매는 어디까지 오는 가요? 5부인가요?
323,- - 저거는 면 종류인가 봐요?
324,- - 약간 아이보리 빛이다 그죠?
325,- - 저거 얼마예요?
326,- - 현금했을 때 8만 원인가요?
327,- - 디피돼 있는 검은색요 요거 가죽이에요?
328,- - 봄에 나오는 신상인가요?
329,- - 비싸겠네요 저거?
330,- - 이것도 가죽인가요?
331,- - 현금이랑 카드랑 가격 똑같아요?
332,- - 요것도 가격 비슷해요?
333,- - 이거는 지금부터 입을 수 있는 거다 그죠?
334,- - 봄 옷 나왔나요?
335,- - 그럼 겨울 옷은?
336,- - 뭐 찾으시는데요?
337,- - 이거는 내한테 좀 크지 않을까요?
338,- - 저 재킷 이쁜데 어떠세요?
339,- - 이거는 어디 카피 같은데?
340,- - 이거는 사이즈가 어떻게 돼요?
341,- - 한 번 입어나 볼까?
342,- - 이 카디건은 어떻게 해요?
343,- - 요것도 겨울 세일하나요?
344,- - 이거는 브랜드 있어요?
345,- - 니트 원피스 사이즈가 어떻게 돼요?
346,- - 팔이 길게 나온건가요?
347,- - 어깨가 커 보이는데
348,- - 밑에는 레깅스나
349,- - 소재가 뭐예요?
350,- - 드라이클리닝 해야하나요?
351,- - 가격이 얼마예요?
352,- - 가격이 쎄네요
353,- - 이거는 무슨 모피예요?
354,- - 이것도 모피예요?
355,- - 이거 코트는 모 직포?
356,- - 이거는 겨울 조금 지나고 입어요?
357,- - 이거는 뭐예요?
358,- - 이거 뭐 카피더라?
359,- - 이거는 얼마예요?
360,- - 봄 옷 스키니 같은 거 어떤 거 있는지?
361,- - 다 세일하고요?
362,- - 부츠컷 바지 같은 경우에는 가격이 얼마 정도 해요?
363,- - 사이즈가 어떻게 돼요?
364,- - 소재가 뭐예요?
365,- - 이런 거는 얼마 해요?
366,- - 현금가에요?
367,- - 재질이 뭐예요?
368,- - 노란 거 이거는 봄 옷이다 그죠?
369,- - 이거는 원피스예요?
370,- - 빨간 원피스 이런 거는 얼마 해요?
371,- - 삼디기 메이커 그거예요?
372,- - 여기는 제일 작은 사이즈가?
373,- - 꽃무늬 잠바는 얼마씩 한대요?
374,- - 요 색깔하고 뭐 있어요?
375,- - 요거는 뭐예요 털 달린 거?
376,- - 이게 무슨 털이에요?
377,- - 폭스 엄청 비싸겠네요?
378,- - 옆에 있는 건 가죽이고?
379,- - 겨울 다 지났는데 세일 안 했나?
380,- - 수면 잠옷 같은 건 없나요?
381,- - 저런 건 얼마예요?
382,- - 바지만 사면 얼마예요?
383,- - 이거는 봄 옷이다 그죠?
384,- - 수면 바지는 사이즈 없나요?
385,- - 이거 계산 좀 해주세요
386,- - 현금해야 되죠?
387,- - 스카프는 얼마씩 해요?
388,- - 이 정장 사이즈 어떻게 되나요?
389,- - 손님 사이즈가 어떻게 되세요?
390,- - 화려한 정장이 필요해가
391,- - 한 번 입어보세요
392,- - 가격은 어떻게 하는 거예요?
393,- - 한 번 입어 볼게요
394,- - 허리는 얼마 정도예요?
395,- - 저거하고 이 바지랑 비슷한 거예요?
396,- - 바지도 약간 나팔이다 그죠?
397,- - 길이는 요새 이렇게 짧게 입나요?
398,- - 이거는 얼마 정도 해요?
399,- - 소재는 뭐죠?
400,- - 당연히 드라이 해야돼지요?
401,- - 이거는 더블 재킷이죠?
402,- - 빨간 코트 이거 재질이 뭐예요?
403,- - 이거 구찌네요?
404,- - 이런 거는 얼마예요?
405,- - 하얀 점퍼 봄에 입어도 되겠다 그러지 예?
406,- - 이거는 가격이 어떻게 돼요?
407,- - 패딩 안에 솜이에요?
408,- - 밑에 레깅스 입고 이거 입고?
409,- - 이건 무슨 옷이에요?
410,- - 이런 것도 겨울 거?
411,- - 원래는 얼마 정도예요 이거?
412,- - 블라우스 찾아요
413,- - 이건 면이예요?
414,- - 이거 사이즈 큰 거는 없나요?
415,- - 이런 하얀 거는 어떠세요?
416,- - 이거는 파란색 말고 또 뭐 있어요?
417,- - 이거는 가격이 어떻게 돼요?
418,- - 소재가 뭐예요?
419,- - 한 번 입어보자
420,- - 어디서 입어요?
421,- - 이거 입어 보실거예요?
422,- - 인디언 핑크와 조끼 한 번 입어보세요
423,- - 이거 하나 포장해주세요
424,- - 계산 좀 해주세요
425,- - 교환은 안되죠?
426,- - 여기는 5% 할인 안되는 거죠?
427,- - 어디서 입으실 거 찾으세요?
428,- - 몇 사이즈 입으시는데요?
429,- - 66 있죠?
430,- - 77로 한 번 입어볼게요
431,- - 검은색 저런 거는 얼마씩이에요?
432,- - 원피스죠 투피스인가요?
433,- - 신축성 있게 쭉 늘어나는 건 없어요?
434,- - 위에 마이 하나 걸치고 입으면 예쁘겠죠?
435,- - 원피스 좀 저렴한 거 없어요?
436,- - 누가 입으실건데요?
437,- - 사이즈가 몇 이예요??
438,- - 여기는 몇 시까지 열어놔요?
439,- - 신축성 있게 쭉 늘어나는 거예요?
440,- - 까만색 버클 달린 거는 얼마고 체크 원피스 얼마예요 가격이?
441,- - 카드도 돼요?
442,- - 현금으로 하면 좀 안 깎아줘요?
443,- - 현금으로 하면 이게 얼마쯤?
444,- - 이거 스웨터는 얼마해요?
445,- - 이거는 조끼잖아?
446,- - 조끼 되게 비싸네
447,- - 천 이름이 뭔데예?
448,- - 이것도 가격은 똑같아요?
449,- - 조끼랑 세트로 파는 거예요?
450,- - 조끼도 사이즈가 있나요?
451,- - 입어봐도 돼요?
452,- - 이게 회색이에요?
453,- - 요거 사이즈가 어떻게 돼요?
454,- - 요 사이즈밖에 없어요?
455,- - 이게 원피스인가요?
456,- - 조끼 원피스 같은 그런 건가 봐요?
457,- - 이건 2만 원이에요?
458,- - 사이즈 프리예요?
459,- - 이 면 티는 얼마인데요?
460,- - 따뜻할까요?
461,- - 이건 사이즈 몇 가지 있어요?
462,- - 이거는 남방이에요?
463,- - 이건 사이즈가 없나요?
464,- - 한 번 입어보세요
465,- - 누가 입으실건데요?
466,- - 딸이 많이 왜소하신 거예요?
467,- - 키는요?
468,- - 이거 6만 9900원이에요?
469,- - 세일 안 하고?
470,- - 안 사도 한 번 입어봐도 되죠?
471,- - 너무 큰 거 아니에요?
472,- - 이거는 세일해서 얼마예요?
473,- - 이거는 뭐예요 소재가?
474,- - 안에는 뻑뻑한데 뻐득뻐득하네요
475,- - 이게 사이즈가 있어요?
476,- - 이 털 빠지고 그러진 않나요?
477,- - 드라이해야 되죠?
478,- - 이건 얼마인데요?
479,- - 현금으로 하면 더 할인 해주나요?
480,- - 색깔은 연보라 밖에 없어요?
481,- - 이게 무스탕이라서 좀 많이 무겁네요?
482,- - 면 티는 얼마씩 해요?
483,- - 비침이 있어요?
484,- - 이거는 사이즈가 따로 안 나오겠는데요?
485,- - 이건 패딩이예요?
486,- - 가격은요?
487,- - 좀 비싸네요
488,- - 색상은 이 색상밖에 없어예?
489,- - 되게 커 보이는데요 사이즈가 뭐예요?
490,- - 이거는 얼마예요?
491,- - 그 남방은 얼마예요?
492,- - 개인적으로 이것도 예쁜데 어떠세요?
493,- - 그거는 원피스 아니에요?
494,- - 남방은 면 종류인가 봐요?
495,- - 세탁은 막 해도 되나?
496,- - 이거 조끼하고 바지는 한 벌이에요?
497,- - 따로 사도 되고?
498,- - 이런 조끼 말고 안에는 뭐 입어야 되겠어요?
499,- - 이게 다 손으로 누비신 거예요?
500,- - 얼마 정도 하는데요?
501,- - 이 조끼가 겨울용으로 나온 거예요?
502,- - 이거 소재가 뭐예요?
503,- - 면인데 구김이 잘 가네?
504,- - 바지는 얼마인데요?
505,- - 수입품이에요?
506,- - 코트에 그림도 손으로 직접 그린 건가요? 프린트한 건가요?
507,- - 가격이 어떻게 하는데요?
508,- - 이게 파카 스타일인가요?
509,- - 이 스웨터도 수입이에요?
510,- - 이 스웨터는 얼마 하는데요?
511,- - 스웨터 천이 앙고라예요?
512,- - 세탁은 마음대로 할 수 있어요? 세탁기에?
513,- - 까끌까끌하지 않을까?
514,- - 이것도 사이즈가 있나요?
515,- - 입어 봐도 될까요?
516,- - 카키도 있고 두 가지 색상이에요?
517,- - 한 번 입어볼까?
518,- - 이거는 카키색이가?
519,- - 이거는 사이즈가 몇 인데요?
520,- - 예쁜데 팔은 너무 긴 거 아니에요?
521,- - 이거는 소재가 뭔데요?
522,- - 이거 세탁은 세탁기 막 돌려도 돼요?
523,- - 이게 수입품 옷이에요?
524,- - 이거는 얼마인데요?
525,- - 현금이 없는데 현금으로 드려야하죠?
526,- - 카드 하면 얼마인데요?
527,- - 꽃무늬 원피스는 벌써 나왔어요?
528,- - 이거 사이즈가 있어요?
529,- - 이거는 프리사이즈로 나오는 거죠?
530,- - 색상은 이거 한 색상이에요?
531,- - 가슴 있는 쪽이 좀 많이 벌어졌네?
532,- - 안에 속치마는 다 있죠?
533,- - 얼마죠?
534,- - 이거 모직 코트예요?
535,- - 사이즈가 어떻게 되는데요?
536,- - 색상은요?
537,- - 모직이면 드라이해줘야 되겠네?
538,- - 입어나 볼까요?
539,- - 이 모직 코트는 지금 입을라 카면 조금 춥겠는데요?
540,- - 이거는 여기 밖에 단추가 없나요?
541,- - 얼마예요?
542,- - 이거는 모라서 좀 뻑뻑하게 들어간다 그죠?
543,- - 이거는 앙고라 치마예요?
544,- - 단추 다 열려요?
545,- - 이게 소재가 정확하게 뭐죠?
546,- - 가격은요?
547,- - 사이즈는?
548,- - 이거 치마 이거 입고 신발은 뭐 신어야 되나?
549,- - 울이 들어가 있어서 정전기 많이 일지 않나요?
550,- - 세탁은 어떻게?
551,- - 카드 결제돼요?
552,- - 남자애들 옷도 있나요?
553,- - 이게 남자 건지 여자 건지 헷갈려서요
554,- - 나이대가 어떻게 되세요?
555,- - 체격은 어때요?
556,- - 남자애들 흰색 회색 검정으로 맨투맨이나 후드티 좋아하거든요?
557,- - 이 티도 남자 거야?
558,- - 브랜드는 없고?
559,- - 사이즈는 프리사이즈로 나오는 거예요?
560,- - 이 마크가 일본 그쪽 마크인가 봐?
561,- - 이 흰색에 있는 브랜드하고 이거 하고 틀리나요?
562,- - 이거는 세일해서 얼마인데요?
563,- - 남자애들 입을 만한 잠바 스타일이나 이런 코트 스타일
564,- - 짧은 거 찾으세요?
565,- - 허리 한 32 정도 입겠네요?
566,- - 이거는 잠바로 들어가요 돋바로 들어가요?
567,- - 후드 돋바인가?
568,- - 사이즈는 한 사이즈 밖에 안 나와예?
